ERA,WHIP,W,L,SV,SO,BB,HBP,HRA,BF,player,team,IP,target_year,age,data_years
3.08,1.21,0.6,0.6,0.4,8.8,3.2,0.4,0.7,46.6,廣畑　敦也,ロッテ,11.2,2026,28,2
3.02,1.22,1.5,1.7,0.7,28.2,11.2,1.4,2.4,152.6,坂本　裕哉,DeNA,36.4,2026,28,2
3.57,1.31,2.6,3.2,1.4,39.9,15.3,1.5,3.0,184.6,ワゲスパック,オリックス,43.7,2026,32,1
3.35,1.28,0.8,0.9,0.5,13.1,5.0,0.7,1.2,71.2,ガンケル,ソフトバンク,17.0,2026,34,1
3.12,1.16,1.3,1.1,0.5,17.9,6.4,0.7,2.0,99.6,浜地　真澄,阪神,24.0,2026,27,2
3.17,1.21,0.8,0.8,0.5,11.9,4.5,0.6,1.0,63.8,石川　直也,日本ハム,15.3,2026,29,1
3.37,1.28,1.0,1.0,0.5,14.9,5.3,0.7,1.4,76.7,コットン,オリックス,18.3,2026,34,1
3.29,1.21,1.7,2.1,0.8,26.2,9.8,1.3,2.2,139.1,森　遼大朗,ロッテ,33.0,2026,26,1
3.11,1.26,0.3,0.3,0.2,4.5,2.0,0.2,0.4,25.2,小野　泰己,オリックス,6.0,2026,31,1
2.99,1.19,0.3,0.3,0.2,4.7,1.8,0.2,0.4,25.0,立野　和明,日本ハム,6.0,2026,27,1
3.01,1.23,0.2,0.2,0.1,2.3,0.9,0.1,0.2,12.6,久保　拓眞,ヤクルト,3.0,2026,29,1
2.94,1.26,1.6,1.2,0.7,25.6,12.4,1.0,1.7,133.8,森浦　大輔,広島,31.7,2026,27,2
3.14,1.2,0.3,0.3,0.2,4.2,1.8,0.2,0.4,23.3,村西　良太,オリックス,5.6,2026,28,2
3.27,1.19,1.6,1.2,0.6,22.1,7.9,0.9,1.9,111.3,本田　仁海,オリックス,26.6,2026,26,2
3.23,1.23,0.9,0.8,0.4,13.4,4.9,0.6,1.1,69.8,宮内　春輝,日本ハム,16.7,2026,29,1
3.46,1.3,0.6,0.8,0.3,9.5,4.2,0.5,0.8,51.8,黒木　優太,日本ハム,12.3,2026,31,2
3.5,1.26,1.4,1.4,0.7,21.8,8.8,1.2,2.2,114.5,鈴木　康平,巨人,27.3,2026,32,1
3.16,1.26,0.2,0.2,0.1,3.1,1.2,0.1,0.3,16.7,宮國　椋丞,DeNA,4.0,2026,33,1
3.17,1.23,1.4,1.4,0.6,19.3,6.2,1.0,2.0,102.8,唐川　侑己,ロッテ,25.0,2026,36,2
2.94,1.14,0.7,0.7,0.3,9.5,3.5,0.5,0.7,49.2,松本　晴,ソフトバンク,11.9,2026,25,2
3.4,1.31,0.5,0.5,0.2,7.1,3.1,0.4,0.7,39.4,宮川　哲,ヤクルト,9.3,2026,30,2
3.01,1.2,0.2,0.2,0.1,2.9,1.1,0.1,0.2,15.3,横山　楓,オリックス,3.7,2026,28,1
3.33,1.28,0.5,0.5,0.3,7.6,3.0,0.3,0.6,40.3,東條　大樹,ロッテ,9.7,2026,34,1
3.33,1.28,0.5,0.5,0.3,7.5,2.8,0.3,0.6,40.4,秋山　拓巳,阪神,9.7,2026,34,1
3.22,1.23,0.7,0.8,0.4,10.8,4.6,0.4,0.9,59.5,宮森　智志,楽天,14.1,2026,27,2
2.75,1.12,1.7,1.7,0.7,22.7,9.1,1.1,1.9,125.9,堀田　賢慎,巨人,30.8,2026,24,2
3.18,1.16,0.7,0.8,0.4,10.6,4.2,0.7,1.1,58.5,市川　悠太,ヤクルト,14.0,2026,25,1
3.48,1.36,0.3,0.3,0.2,4.1,1.7,0.2,0.4,22.3,谷元　圭介,中日,5.3,2026,41,1
3.1,1.19,0.4,0.4,0.2,5.4,2.1,0.3,0.5,29.2,小沼　健太,ロッテ,7.0,2026,27,1
3.14,1.23,0.3,0.3,0.1,3.9,1.5,0.2,0.3,20.9,鍬原　拓也,巨人,5.0,2026,30,1
3.2,1.26,0.3,0.3,0.1,3.9,1.5,0.2,0.4,20.8,張　奕,西武,5.0,2026,32,1
3.3,1.23,0.4,0.3,0.2,5.3,2.0,0.3,0.6,27.3,堀　瑞輝,日本ハム,6.5,2026,27,2
3.03,1.21,0.1,0.1,0.1,1.8,0.7,0.1,0.1,9.5,小孫　竜二,楽天,2.3,2026,28,2
3.2,1.26,0.2,0.2,0.1,3.1,1.2,0.2,0.3,16.7,薮田　和樹,広島,4.0,2026,33,1
3.33,1.29,0.2,0.2,0.1,3.1,1.2,0.1,0.3,16.6,塩見　貴洋,楽天,4.0,2026,37,1
2.98,1.19,1.5,1.0,0.6,18.9,7.6,1.3,1.4,102.5,吉田　輝星,オリックス,24.5,2026,25,2
3.02,1.21,0.1,0.1,0.0,0.8,0.3,0.0,0.1,4.1,北村　拓己,巨人,1.0,2026,30,1
3.07,1.2,0.7,0.7,0.5,12.0,4.4,0.6,1.3,62.2,河野　佳,広島,14.8,2026,24,2
3.27,1.29,0.3,0.3,0.1,3.6,1.5,0.2,0.3,19.5,公文　克彦,西武,4.7,2026,34,1
3.18,1.27,0.2,0.3,0.1,3.3,1.3,0.2,0.3,18.1,竹安　大知,オリックス,4.3,2026,31,1
3.21,1.24,0.3,0.3,0.2,4.7,1.9,0.2,0.4,25.0,ニックス,オリックス,6.0,2026,30,1
2.97,1.16,2.2,2.1,0.8,34.9,13.0,1.5,2.2,165.5,黒原　拓未,広島,39.5,2026,26,2
3.49,1.3,1.6,1.8,0.7,21.6,10.8,1.1,2.3,133.8,高橋　礼,巨人,31.7,2026,30,2
3.01,1.14,3.9,3.3,1.1,54.2,17.8,2.2,3.9,261.4,井上　温大,巨人,63.0,2026,24,2
2.95,1.15,0.2,0.2,0.1,2.6,1.0,0.1,0.2,13.9,福島　章太,中日,3.3,2026,23,1
2.96,1.19,0.2,0.2,0.1,3.9,1.5,0.2,0.3,20.2,堀岡　隼人,DeNA,4.9,2026,27,2
3.2,1.22,0.7,0.6,0.3,10.3,4.2,0.5,1.1,53.9,長谷川　宙輝,ヤクルト,12.9,2026,27,2
2.91,1.18,1.2,1.0,0.6,17.6,6.8,1.3,1.2,93.0,泉　圭輔,巨人,22.5,2026,29,2
3.21,1.21,0.4,0.4,0.2,5.9,2.2,0.3,0.5,31.6,八木　彬,ロッテ,7.6,2026,28,2
3.39,1.28,0.2,0.2,0.1,2.6,1.0,0.1,0.2,13.9,石橋　良太,楽天,3.3,2026,34,1
2.85,1.16,1.5,1.5,1.0,26.5,8.3,1.7,1.7,114.7,ヘルナンデス,ソフトバンク,27.7,2026,29,2
3.03,1.18,0.1,0.1,0.0,0.8,0.3,0.0,0.1,4.2,三浦　銀二,DeNA,1.0,2026,26,1
3.24,1.22,0.1,0.1,0.0,0.8,0.3,0.0,0.1,4.2,近藤　廉,中日,1.0,2026,27,1
3.42,1.3,0.0,0.0,0.0,0.5,0.2,0.0,0.0,2.8,バニュエロス,楽天,0.7,2026,35,1
3.46,1.27,0.6,0.6,0.3,8.0,3.5,0.4,0.7,44.7,西垣　雅矢,楽天,10.4,2026,26,2
2.77,1.16,0.4,0.4,0.2,5.4,2.2,0.2,0.4,28.8,長谷部　銀次,広島,7.0,2026,27,1
2.73,1.12,0.3,0.3,0.2,4.7,1.7,0.2,0.4,24.7,前田　純,ソフトバンク,6.0,2026,25,1
2.78,1.17,0.3,0.3,0.1,3.9,1.5,0.2,0.3,20.8,三浦　瑞樹,ソフトバンク,5.0,2026,26,1
2.67,1.09,0.3,0.3,0.1,3.9,1.4,0.2,0.3,20.6,達　孝太,日本ハム,5.0,2026,22,1
2.79,1.16,0.2,0.2,0.1,3.6,1.4,0.2,0.3,19.3,ディアス,DeNA,4.7,2026,26,1
2.64,1.1,0.2,0.2,0.1,2.3,0.9,0.1,0.2,12.5,杉山　遙希,西武,3.0,2026,20,1
2.78,1.13,0.1,0.1,0.1,1.6,0.6,0.1,0.1,8.3,髙　太一,広島,2.0,2026,24,1
2.83,1.15,0.1,0.1,0.0,0.8,0.3,0.0,0.1,4.1,大谷　輝龍,ロッテ,1.0,2026,25,1
2.88,1.16,0.1,0.1,0.0,0.8,0.3,0.0,0.1,4.1,高橋　昂也,広島,1.0,2026,27,1
2.68,1.1,0.1,0.1,0.0,0.8,0.3,0.0,0.1,4.2,坂井　陽翔,楽天,1.0,2026,20,1
2.68,1.09,0.1,0.1,0.0,0.8,0.3,0.0,0.1,4.2,日當　直喜,楽天,1.0,2026,20,1
2.83,1.15,0.1,0.1,0.0,0.8,0.3,0.0,0.1,4.2,川原　陸,阪神,1.0,2026,25,1
2.88,1.16,0.1,0.1,0.0,0.8,0.3,0.0,0.1,4.1,佐藤　蓮,阪神,1.0,2026,27,1
2.38,1.12,2.4,2.1,1.0,37.3,14.3,1.5,2.7,186.9,古田島　成龍,オリックス,45.7,2026,26,1
2.86,1.18,0.4,0.4,0.2,6.8,2.6,0.4,0.5,35.7,伊藤　優輔,巨人,8.7,2026,29,1
2.8,1.18,0.7,0.7,0.5,12.0,4.8,0.6,1.0,62.1,ザバラ,日本ハム,15.0,2026,29,1
2.7,1.13,1.5,1.7,1.2,27.0,9.7,1.0,2.0,142.1,ハーン,広島,35.0,2026,31,1
2.79,1.14,0.3,0.3,0.2,4.8,1.7,0.2,0.4,24.8,木村　光,ソフトバンク,6.0,2026,25,1
2.75,1.14,2.0,1.5,0.7,23.9,8.0,1.1,1.6,121.5,髙橋　遥人,阪神,29.7,2026,30,1
2.7,1.16,2.4,2.4,1.3,40.7,15.1,1.3,3.5,192.0,ケラー,巨人,47.0,2026,32,1
2.59,1.15,2.5,3.4,5.1,46.0,15.5,1.5,3.5,236.5,ゲラ,阪神,58.0,2026,30,1
2.6,1.13,3.0,2.0,1.4,44.7,16.7,1.6,2.9,206.0,杉山　一樹,ソフトバンク,50.3,2026,28,1
3.04,1.3,0.6,0.6,0.3,8.7,3.6,0.4,0.8,45.8,ダイクストラ,ロッテ,11.0,2026,35,1
2.83,1.24,1.4,1.4,0.8,21.2,8.4,0.8,1.7,110.1,齋藤　友貴哉,日本ハム,26.3,2026,31,1
2.6,1.08,1.1,1.1,0.5,15.7,5.9,0.7,1.4,82.5,田中　晴也,ロッテ,20.0,2026,21,1
2.98,1.21,0.5,0.5,0.3,7.4,3.0,0.3,0.7,41.3,原　樹理,ヤクルト,10.0,2026,32,1
2.78,1.22,1.3,1.2,0.6,17.7,8.1,0.7,1.2,94.0,京山　将弥,DeNA,22.3,2026,27,1
2.8,1.18,3.4,2.9,7.2,45.8,16.4,1.7,2.8,218.5,マチャド,オリックス,53.3,2026,32,1
2.44,1.03,8.9,6.9,2.2,110.1,32.7,4.2,7.6,585.6,武内　夏暉,西武,145.3,2026,24,1
2.74,1.14,0.2,0.2,0.1,3.2,1.3,0.1,0.2,16.7,松浦　慶斗,日本ハム,4.0,2026,22,1
2.8,1.14,0.2,0.2,0.1,3.2,1.3,0.1,0.2,16.6,滝田　一希,広島,4.0,2026,24,1
3.02,1.28,2.5,3.2,8.0,36.9,15.9,2.1,2.6,202.9,アブレイユ,西武,49.0,2026,36,1
2.79,1.2,1.5,1.5,0.7,21.1,9.7,0.9,1.7,122.2,徳山　壮磨,DeNA,29.3,2026,26,1
2.78,1.17,0.6,0.6,0.3,8.5,3.3,0.4,0.6,46.0,常廣　羽也斗,広島,11.0,2026,24,1
2.99,1.26,3.0,2.1,1.2,38.5,14.9,1.5,2.9,188.1,ウィック,DeNA,45.0,2026,33,1
2.78,1.22,7.1,8.0,2.1,108.3,43.6,5.4,5.4,552.2,エスピノーザ,オリックス,133.7,2026,28,1
2.78,1.15,1.1,1.1,0.6,17.2,7.7,0.7,1.5,97.1,上田　大河,西武,23.3,2026,24,1
2.78,1.13,2.0,1.8,0.8,23.0,9.6,1.5,2.4,135.6,奥川　恭伸,ヤクルト,32.7,2026,24,1
2.74,1.14,0.9,1.1,0.4,12.5,5.3,0.7,0.9,68.2,羽田　慎之介,西武,16.3,2026,22,1
3.19,1.26,7.8,7.4,2.1,116.1,46.6,5.6,8.5,590.0,ジャクソン,DeNA,143.0,2026,38,1
3.02,1.2,0.2,0.2,0.1,2.3,0.9,0.1,0.2,12.4,畠　世周,巨人,3.0,2026,31,1
3.18,1.24,2.5,2.5,1.1,38.9,13.4,1.9,3.6,202.1,バーヘイゲン,日本ハム,49.0,2026,35,1
2.86,1.14,1.4,1.4,0.7,21.8,9.1,1.2,1.8,114.6,大山　凌,ソフトバンク,27.7,2026,24,1
3.05,1.21,1.9,2.1,0.9,30.1,12.2,1.8,2.4,159.9,マーフィー,日本ハム,38.7,2026,30,1
2.95,1.2,0.6,0.6,0.3,8.5,3.4,0.6,0.6,46.0,富山　凌雅,オリックス,11.0,2026,28,1
3.07,1.24,6.1,8.4,2.0,93.0,40.5,4.9,8.1,542.6,ヤフーレ,ヤクルト,129.3,2026,27,1
2.9,1.15,0.7,0.6,0.3,8.4,3.2,0.4,0.6,44.1,澤柳　亮太郎,ソフトバンク,10.7,2026,26,1
3.25,1.29,6.7,8.1,2.1,112.4,46.5,6.0,7.4,577.8,ケイ,DeNA,136.7,2026,31,1
2.85,1.12,0.7,0.7,0.4,10.1,3.7,0.5,0.9,53.8,岩井　俊介,ソフトバンク,13.0,2026,24,1
2.82,1.16,0.5,0.6,0.3,7.7,3.3,0.4,0.6,43.4,川瀬　堅斗,オリックス,10.3,2026,23,1
2.91,1.09,2.9,3.2,1.3,43.9,17.8,2.5,4.5,251.8,福島　蓮,日本ハム,61.0,2026,22,1
3.38,1.33,2.1,2.5,0.9,30.7,12.5,1.6,2.6,166.7,カイケル,ロッテ,40.0,2026,38,1
2.87,1.17,0.7,0.7,0.4,11.3,4.9,0.5,1.0,62.4,松田　啄磨,楽天,15.0,2026,24,1
2.77,1.11,0.3,0.3,0.1,3.9,1.5,0.2,0.3,20.7,京本　眞,巨人,5.0,2026,22,1
2.8,1.14,0.3,0.3,0.1,3.9,1.5,0.2,0.3,20.8,松本　隆之介,DeNA,5.0,2026,23,1
2.95,1.14,2.5,3.0,1.1,38.4,14.8,2.3,3.6,202.8,松木平　優太,中日,48.7,2026,23,1
3.31,1.33,1.5,1.3,0.6,17.8,7.0,0.9,1.6,101.5,石川　歩,ロッテ,24.3,2026,37,1
2.95,1.13,1.5,1.9,0.9,24.1,9.9,0.9,2.0,127.0,西舘　勇陽,巨人,30.7,2026,24,1
2.86,1.14,0.5,0.5,0.3,7.4,2.8,0.3,0.6,38.7,細野　晴希,日本ハム,9.3,2026,24,1
3.08,1.22,3.4,3.1,1.2,44.0,15.9,1.6,3.8,249.0,石田　裕太郎,DeNA,59.0,2026,24,1
3.15,1.17,2.7,2.7,1.2,39.9,17.5,2.6,3.4,233.8,髙島　泰都,オリックス,56.0,2026,26,1
2.89,1.11,1.2,1.4,1.6,17.5,7.6,0.7,1.2,91.5,柳川　大晟,日本ハム,22.0,2026,22,1
3.13,1.21,1.9,1.7,0.8,25.2,9.6,1.1,2.5,131.1,吉野　光樹,DeNA,31.3,2026,27,1
3.28,1.14,4.7,5.7,1.6,62.4,26.9,4.5,7.0,346.1,古謝　樹,楽天,83.3,2026,24,1
3.0,1.16,0.8,0.8,0.4,11.2,4.0,0.6,1.0,59.5,松本　健吾,ヤクルト,14.3,2026,26,1
3.3,1.22,3.1,2.2,1.5,42.1,15.8,3.2,3.4,240.1,中川　颯,DeNA,57.0,2026,27,1
2.81,1.12,0.3,0.3,0.2,4.5,1.9,0.2,0.4,24.9,畔柳　亨丞,日本ハム,6.0,2026,22,1
2.95,1.19,0.1,0.1,0.1,1.6,0.6,0.1,0.1,8.3,柴田　大地,ヤクルト,2.0,2026,28,1
3.27,1.25,1.2,1.5,0.7,20.3,8.9,0.8,1.9,112.9,エスパーダ,ヤクルト,27.0,2026,29,1
3.12,1.18,1.1,1.3,0.6,17.5,6.7,0.7,1.5,96.0,才木　海翔,オリックス,23.0,2026,25,1
3.05,1.15,1.3,1.4,0.6,19.1,7.5,0.8,1.9,100.7,菅井　信也,西武,24.0,2026,22,1
3.25,1.29,1.0,1.0,0.5,15.7,6.2,0.8,1.4,84.6,吉川　雄大,楽天,20.0,2026,29,1
2.98,1.15,0.7,0.7,0.3,8.8,3.5,0.5,0.8,48.7,佐藤　一磨,オリックス,11.7,2026,24,1
2.86,1.15,0.2,0.2,0.1,2.6,1.0,0.1,0.2,13.9,石黒　佑弥,阪神,3.3,2026,24,1
3.07,1.19,0.7,0.7,0.3,9.9,3.7,0.5,0.8,54.4,椋木　蓮,オリックス,13.0,2026,26,1
3.41,1.28,1.4,1.4,0.7,25.8,10.8,1.3,2.1,129.7,ヤン,西武,30.7,2026,29,1
3.53,1.35,1.0,1.0,0.5,15.9,6.5,0.7,1.1,84.2,岩嵜　翔,中日,20.0,2026,36,1
3.0,1.16,0.5,0.5,0.3,8.0,3.3,0.5,0.6,44.6,松本　凌人,DeNA,10.7,2026,24,1
3.06,1.18,0.6,0.6,0.3,9.3,3.7,0.4,0.7,50.1,土生　翔太,中日,12.0,2026,25,1
3.1,1.22,0.5,0.6,0.3,8.0,3.5,0.4,0.7,43.4,又木　鉄平,巨人,10.3,2026,27,1
3.07,1.21,0.3,0.3,0.1,3.8,1.5,0.2,0.3,20.8,コルデロ,ロッテ,5.0,2026,28,1
3.6,1.29,1.0,1.4,0.6,17.2,7.0,1.0,1.9,93.0,ハッチ,広島,22.0,2026,31,1
3.23,1.2,0.5,0.5,0.3,8.4,3.5,0.4,0.6,44.5,櫻井　周斗,楽天,10.7,2026,26,1
2.85,1.13,0.1,0.1,0.0,0.8,0.3,0.0,0.1,4.2,石原　勇輝,ヤクルト,1.0,2026,24,1
3.06,1.21,0.2,0.2,0.1,2.8,1.2,0.1,0.2,15.3,糸川　亮太,西武,3.7,2026,27,1
3.03,1.19,0.1,0.1,0.1,1.8,0.7,0.1,0.1,9.8,浜屋　将太,西武,2.3,2026,27,1
3.01,1.17,0.2,0.2,0.1,2.3,0.9,0.1,0.2,12.5,清宮　虎多朗,楽天,3.0,2026,25,1
3.77,1.35,0.5,0.5,0.3,7.8,3.2,0.4,0.7,43.6,二保　旭,ロッテ,10.3,2026,35,1
2.98,1.15,0.1,0.2,0.1,2.1,0.8,0.1,0.2,11.2,小園　健太,DeNA,2.7,2026,22,1
2.96,1.12,0.2,0.2,0.1,2.3,0.9,0.1,0.2,12.6,前田　悠伍,ソフトバンク,3.0,2026,20,1
3.0,1.18,0.1,0.1,0.0,0.8,0.3,0.0,0.1,4.2,中村　亮太,ソフトバンク,1.0,2026,27,1
2.91,1.14,0.1,0.1,0.0,0.8,0.3,0.0,0.1,4.2,村田　賢一,ソフトバンク,1.0,2026,24,1
